xflr5 v6.61

SD6060-104-88_180
Reynolds =,  200000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
 -5.000,    0.020, -0.362, -0.041,  0.966,  0.027, 0.0000,-3.3255
Cpi,Cpv
 0.0058,-0.0121
-0.0117,-0.0273
-0.0290,-0.0479
-0.0461,-0.0776
-0.0629,-0.1209
-0.0792,-0.1812
-0.0952,-0.2593
-0.1109,-0.3205
-0.1264,-0.3242
-0.1416,-0.3277
-0.1567,-0.3309
-0.1716,-0.3340
-0.1864,-0.3371
-0.2011,-0.3402
-0.2155,-0.3434
-0.2295,-0.3468
-0.2429,-0.3504
-0.2562,-0.3543
-0.2693,-0.3586
-0.2827,-0.3633
-0.2960,-0.3684
-0.3095,-0.3741
-0.3233,-0.3804
-0.3376,-0.3874
-0.3523,-0.3948
-0.3669,-0.4030
-0.3811,-0.4120
-0.3945,-0.4217
-0.4069,-0.4321
-0.4187,-0.4429
-0.4298,-0.4539
-0.4401,-0.4648
-0.4495,-0.4754
-0.4584,-0.4856
-0.4667,-0.4955
-0.4745,-0.5048
-0.4818,-0.5137
-0.4887,-0.5221
-0.4952,-0.5301
-0.5013,-0.5377
-0.5072,-0.5449
-0.5127,-0.5518
-0.5180,-0.5585
-0.5231,-0.5649
-0.5280,-0.5712
-0.5327,-0.5774
-0.5376,-0.5835
-0.5427,-0.5895
-0.5476,-0.5955
-0.5522,-0.6012
-0.5567,-0.6068
-0.5607,-0.6122
-0.5644,-0.6172
-0.5678,-0.6219
-0.5707,-0.6263
-0.5728,-0.6302
-0.5746,-0.6337
-0.5756,-0.6365
-0.5752,-0.6384
-0.5741,-0.6395
-0.5713,-0.6391
-0.5658,-0.6367
-0.5584,-0.6320
-0.5456,-0.6230
-0.5278,-0.6091
-0.5015,-0.5874
-0.4640,-0.5554
-0.4116,-0.5113
-0.3491,-0.4578
-0.2713,-0.3839
-0.1482,-0.2668
-0.0015,-0.1294
 0.1222,-0.0285
 0.1924, 0.0389
 0.3199, 0.1653
 0.4999, 0.3484
 0.6814, 0.5409
 0.8380, 0.7197
 0.9579, 0.8790
 0.9983, 0.9860
 0.9062, 0.9796
 0.7464, 0.8730
 0.6050, 0.7472
 0.5075, 0.6406
 0.4130, 0.5396
 0.2795, 0.4100
 0.1778, 0.2963
 0.1122, 0.2209
 0.0588, 0.1591
 0.0151, 0.1052
-0.0215, 0.0602
-0.0403, 0.0328
-0.0551, 0.0135
-0.0640,-0.0004
-0.0707,-0.0108
-0.0741,-0.0179
-0.0768,-0.0233
-0.0792,-0.0277
-0.0805,-0.0311
-0.0816,-0.0337
-0.0822,-0.0358
-0.0822,-0.0372
-0.0822,-0.0383
-0.0820,-0.0392
-0.0816,-0.0398
-0.0813,-0.0402
-0.0813,-0.0406
-0.0811,-0.0409
-0.0808,-0.0411
-0.0804,-0.0412
-0.0799,-0.0411
-0.0794,-0.0409
-0.0788,-0.0406
-0.0784,-0.0402
-0.0779,-0.0397
-0.0772,-0.0392
-0.0766,-0.0386
-0.0759,-0.0378
-0.0751,-0.0369
-0.0743,-0.0360
-0.0734,-0.0349
-0.0726,-0.0337
-0.0716,-0.0324
-0.0706,-0.0309
-0.0694,-0.0293
-0.0679,-0.0274
-0.0662,-0.0252
-0.0643,-0.0229
-0.0624,-0.0204
-0.0605,-0.0177
-0.0586,-0.0147
-0.0564,-0.0115
-0.0540,-0.0080
-0.0512,-0.0042
-0.0480, 0.0000
-0.0446, 0.0046
-0.0409, 0.0094
-0.0370, 0.0146
-0.0328, 0.0201
-0.0284, 0.0258
-0.0236, 0.0317
-0.0183, 0.0378
-0.0127, 0.0438
-0.0068, 0.0497
-0.0005, 0.0554
 0.0062, 0.0606
 0.0131, 0.0654
 0.0202, 0.0696
 0.0274, 0.0736
 0.0344, 0.0772
 0.0417, 0.0804
 0.0491, 0.0833
 0.0570, 0.0858
 0.0652, 0.0879
 0.0740, 0.0898
 0.0837, 0.0914
 0.0940, 0.0927
 0.1047, 0.0939
 0.1156, 0.0949
 0.1270, 0.0958
 0.1394, 0.0966
 0.1534, 0.0973
 0.1683, 0.0980
 0.1844, 0.0987
 0.2022, 0.0994
 0.2237, 0.1000
 0.2495, 0.1006
 0.2560, 0.1003


Reynolds =,  200000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
  1.500,    0.010,  0.445, -0.051,  0.755,  1.000, 0.0000,-0.6990
Cpi,Cpv
 0.2566, 0.1127
 0.2436, 0.0807
 0.2148, 0.0829
 0.1846, 0.0789
 0.1595, 0.0724
 0.1383, 0.0643
 0.1170, 0.0545
 0.0956, 0.0436
 0.0752, 0.0323
 0.0558, 0.0209
 0.0369, 0.0096
 0.0185,-0.0018
 0.0003,-0.0133
-0.0176,-0.0255
-0.0354,-0.0395
-0.0529,-0.0569
-0.0701,-0.0807
-0.0869,-0.1150
-0.1034,-0.1642
-0.1196,-0.2310
-0.1355,-0.3102
-0.1513,-0.3487
-0.1668,-0.3525
-0.1822,-0.3560
-0.1976,-0.3593
-0.2127,-0.3625
-0.2277,-0.3658
-0.2422,-0.3691
-0.2562,-0.3726
-0.2701,-0.3763
-0.2838,-0.3802
-0.2977,-0.3845
-0.3116,-0.3892
-0.3257,-0.3943
-0.3401,-0.4001
-0.3551,-0.4064
-0.3705,-0.4134
-0.3858,-0.4210
-0.4008,-0.4292
-0.4149,-0.4383
-0.4280,-0.4482
-0.4406,-0.4587
-0.4525,-0.4696
-0.4635,-0.4807
-0.4738,-0.4917
-0.4835,-0.5026
-0.4926,-0.5131
-0.5013,-0.5232
-0.5095,-0.5330
-0.5172,-0.5423
-0.5246,-0.5512
-0.5318,-0.5598
-0.5386,-0.5681
-0.5452,-0.5760
-0.5516,-0.5838
-0.5577,-0.5913
-0.5638,-0.5987
-0.5698,-0.6061
-0.5760,-0.6134
-0.5824,-0.6208
-0.5888,-0.6281
-0.5949,-0.6353
-0.6011,-0.6424
-0.6068,-0.6493
-0.6123,-0.6561
-0.6177,-0.6626
-0.6228,-0.6690
-0.6272,-0.6750
-0.6315,-0.6807
-0.6353,-0.6861
-0.6379,-0.6907
-0.6401,-0.6948
-0.6410,-0.6977
-0.6396,-0.6990
-0.6369,-0.6985
-0.6293,-0.6942
-0.6176,-0.6856
-0.5981,-0.6700
-0.5683,-0.6451
-0.5248,-0.6094
-0.4732,-0.5658
-0.4075,-0.5021
-0.2939,-0.3937
-0.1541,-0.2653
-0.0399,-0.1777
 0.0094,-0.1271
 0.1253,-0.0116
 0.3117, 0.1740
 0.5115, 0.3744
 0.6947, 0.5725
 0.8612, 0.7609
 0.9797, 0.9281
 0.9847, 0.9999
 0.8830, 0.9514
 0.7586, 0.8479
 0.6549, 0.7480
 0.5524, 0.6429
 0.4164, 0.5142
 0.3051, 0.3949
 0.2288, 0.3129
 0.1653, 0.2436
 0.1107, 0.1816
 0.0640, 0.1287
 0.0369, 0.0949
 0.0157, 0.0705
 0.0014, 0.0522
-0.0099, 0.0380
-0.0174, 0.0276
-0.0235, 0.0194
-0.0288, 0.0125
-0.0327, 0.0070
-0.0361, 0.0023
-0.0387,-0.0015
-0.0407,-0.0046
-0.0423,-0.0072
-0.0437,-0.0094
-0.0448,-0.0113
-0.0459,-0.0129
-0.0470,-0.0144
-0.0480,-0.0158
-0.0488,-0.0170
-0.0495,-0.0180
-0.0499,-0.0188
-0.0503,-0.0194
-0.0506,-0.0199
-0.0509,-0.0203
-0.0512,-0.0207
-0.0513,-0.0208
-0.0514,-0.0209
-0.0514,-0.0209
-0.0513,-0.0207
-0.0511,-0.0204
-0.0508,-0.0200
-0.0506,-0.0195
-0.0502,-0.0188
-0.0498,-0.0180
-0.0491,-0.0169
-0.0481,-0.0157
-0.0469,-0.0142
-0.0456,-0.0125
-0.0442,-0.0106
-0.0428,-0.0086
-0.0413,-0.0063
-0.0396,-0.0038
-0.0376,-0.0010
-0.0353, 0.0021
-0.0326, 0.0056
-0.0296, 0.0094
-0.0263, 0.0136
-0.0229, 0.0180
-0.0191, 0.0228
-0.0151, 0.0279
-0.0107, 0.0333
-0.0059, 0.0390
-0.0007, 0.0448
 0.0048, 0.0507
 0.0106, 0.0566
 0.0169, 0.0624
 0.0235, 0.0678
 0.0301, 0.0729
 0.0369, 0.0776
 0.0436, 0.0818
 0.0504, 0.0857
 0.0575, 0.0893
 0.0650, 0.0925
 0.0728, 0.0954
 0.0812, 0.0980
 0.0904, 0.1002
 0.1004, 0.1021
 0.1106, 0.1038
 0.1211, 0.1053
 0.1321, 0.1065
 0.1441, 0.1077
 0.1577, 0.1087
 0.1721, 0.1097
 0.1876, 0.1106
 0.2049, 0.1114
 0.2258, 0.1122
 0.2510, 0.1129
 0.2566, 0.1127


Reynolds =,  200000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
  2.000,    0.010,  0.488, -0.049,  0.734,  1.000, 0.0000,-0.7675
Cpi,Cpv
 0.2574, 0.1245
 0.2435, 0.0970
 0.2141, 0.0958
 0.1834, 0.0892
 0.1578, 0.0804
 0.1361, 0.0704
 0.1143, 0.0589
 0.0924, 0.0465
 0.0716, 0.0337
 0.0518, 0.0209
 0.0324, 0.0082
 0.0136,-0.0043
-0.0050,-0.0166
-0.0234,-0.0288
-0.0416,-0.0411
-0.0596,-0.0541
-0.0773,-0.0688
-0.0945,-0.0873
-0.1114,-0.1131
-0.1281,-0.1506
-0.1445,-0.2044
-0.1607,-0.2775
-0.1768,-0.3593
-0.1927,-0.3782
-0.2086,-0.3820
-0.2243,-0.3857
-0.2398,-0.3892
-0.2548,-0.3926
-0.2694,-0.3962
-0.2838,-0.3998
-0.2980,-0.4036
-0.3125,-0.4077
-0.3271,-0.4121
-0.3419,-0.4168
-0.3569,-0.4221
-0.3725,-0.4279
-0.3886,-0.4344
-0.4047,-0.4415
-0.4204,-0.4492
-0.4352,-0.4576
-0.4491,-0.4668
-0.4625,-0.4768
-0.4751,-0.4874
-0.4870,-0.4984
-0.4980,-0.5096
-0.5085,-0.5208
-0.5185,-0.5319
-0.5281,-0.5427
-0.5371,-0.5531
-0.5458,-0.5633
-0.5542,-0.5731
-0.5623,-0.5826
-0.5701,-0.5919
-0.5777,-0.6009
-0.5852,-0.6097
-0.5925,-0.6184
-0.5998,-0.6270
-0.6070,-0.6355
-0.6146,-0.6441
-0.6224,-0.6528
-0.6302,-0.6615
-0.6380,-0.6701
-0.6458,-0.6788
-0.6534,-0.6873
-0.6608,-0.6958
-0.6682,-0.7043
-0.6755,-0.7126
-0.6823,-0.7208
-0.6892,-0.7289
-0.6958,-0.7368
-0.7015,-0.7443
-0.7073,-0.7515
-0.7120,-0.7579
-0.7149,-0.7630
-0.7171,-0.7668
-0.7151,-0.7675
-0.7096,-0.7645
-0.6973,-0.7553
-0.6759,-0.7380
-0.6422,-0.7116
-0.6025,-0.6786
-0.5504,-0.6262
-0.4479,-0.5279
-0.3175,-0.4106
-0.2155,-0.3390
-0.1922,-0.3083
-0.0936,-0.2068
 0.0936,-0.0239
 0.3054, 0.1814
 0.5065, 0.3913
 0.7083, 0.6030
 0.8934, 0.8223
 0.9965, 0.9739
 0.9674, 0.9925
 0.8747, 0.9248
 0.7762, 0.8359
 0.6730, 0.7349
 0.5390, 0.6087
 0.4218, 0.4874
 0.3373, 0.4000
 0.2656, 0.3245
 0.2017, 0.2556
 0.1459, 0.1955
 0.1112, 0.1557
 0.0843, 0.1265
 0.0648, 0.1040
 0.0492, 0.0863
 0.0380, 0.0727
 0.0287, 0.0618
 0.0206, 0.0526
 0.0142, 0.0449
 0.0086, 0.0384
 0.0040, 0.0328
 0.0002, 0.0282
-0.0031, 0.0241
-0.0060, 0.0206
-0.0085, 0.0175
-0.0109, 0.0147
-0.0132, 0.0121
-0.0153, 0.0097
-0.0171, 0.0075
-0.0188, 0.0056
-0.0202, 0.0040
-0.0215, 0.0025
-0.0226, 0.0012
-0.0237, 0.0000
-0.0247,-0.0011
-0.0256,-0.0020
-0.0264,-0.0027
-0.0271,-0.0034
-0.0276,-0.0038
-0.0280,-0.0042
-0.0284,-0.0044
-0.0287,-0.0045
-0.0289,-0.0045
-0.0290,-0.0042
-0.0288,-0.0038
-0.0283,-0.0032
-0.0277,-0.0023
-0.0268,-0.0012
-0.0259, 0.0001
-0.0250, 0.0015
-0.0240, 0.0031
-0.0228, 0.0050
-0.0213, 0.0072
-0.0193, 0.0097
-0.0171, 0.0125
-0.0145, 0.0157
-0.0117, 0.0191
-0.0087, 0.0229
-0.0054, 0.0271
-0.0018, 0.0315
 0.0022, 0.0363
 0.0066, 0.0414
 0.0113, 0.0467
 0.0165, 0.0523
 0.0219, 0.0580
 0.0278, 0.0638
 0.0339, 0.0695
 0.0402, 0.0750
 0.0465, 0.0803
 0.0528, 0.0852
 0.0593, 0.0898
 0.0659, 0.0939
 0.0730, 0.0978
 0.0805, 0.1013
 0.0885, 0.1046
 0.0973, 0.1075
 0.1068, 0.1101
 0.1167, 0.1123
 0.1268, 0.1143
 0.1373, 0.1161
 0.1489, 0.1177
 0.1620, 0.1191
 0.1760, 0.1203
 0.1910, 0.1215
 0.2078, 0.1226
 0.2281, 0.1237
 0.2526, 0.1245
 0.2574, 0.1245


Reynolds =,  200000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
  2.500,    0.010,  0.531, -0.047,  0.712,  1.000, 0.0000,-0.8456
Cpi,Cpv
 0.2582, 0.1354
 0.2435, 0.1115
 0.2135, 0.1076
 0.1822, 0.0987
 0.1561, 0.0880
 0.1340, 0.0763
 0.1118, 0.0633
 0.0894, 0.0495
 0.0682, 0.0353
 0.0479, 0.0212
 0.0281, 0.0071
 0.0088,-0.0067
-0.0102,-0.0203
-0.0290,-0.0337
-0.0476,-0.0467
-0.0661,-0.0594
-0.0843,-0.0721
-0.1019,-0.0851
-0.1193,-0.0999
-0.1365,-0.1187
-0.1534,-0.1451
-0.1701,-0.1842
-0.1866,-0.2410
-0.2031,-0.3186
-0.2195,-0.4046
-0.2357,-0.4090
-0.2517,-0.4131
-0.2673,-0.4170
-0.2824,-0.4208
-0.2974,-0.4246
-0.3122,-0.4285
-0.3273,-0.4325
-0.3425,-0.4368
-0.3579,-0.4413
-0.3735,-0.4463
-0.3899,-0.4517
-0.4067,-0.4577
-0.4235,-0.4644
-0.4399,-0.4717
-0.4554,-0.4795
-0.4701,-0.4881
-0.4842,-0.4974
-0.4977,-0.5075
-0.5103,-0.5181
-0.5222,-0.5292
-0.5336,-0.5405
-0.5444,-0.5519
-0.5548,-0.5631
-0.5648,-0.5742
-0.5744,-0.5851
-0.5837,-0.5958
-0.5928,-0.6062
-0.6017,-0.6164
-0.6104,-0.6264
-0.6190,-0.6363
-0.6275,-0.6460
-0.6360,-0.6558
-0.6445,-0.6655
-0.6533,-0.6754
-0.6627,-0.6854
-0.6720,-0.6955
-0.6813,-0.7056
-0.6909,-0.7158
-0.7003,-0.7260
-0.7096,-0.7363
-0.7192,-0.7467
-0.7288,-0.7571
-0.7380,-0.7675
-0.7476,-0.7780
-0.7572,-0.7886
-0.7661,-0.7990
-0.7755,-0.8094
-0.7842,-0.8194
-0.7916,-0.8285
-0.7990,-0.8369
-0.8027,-0.8427
-0.8039,-0.8456
-0.7993,-0.8433
-0.7868,-0.8341
-0.7636,-0.8174
-0.7369,-0.7959
-0.6999,-0.7557
-0.6105,-0.6689
-0.4914,-0.5651
-0.4047,-0.5123
-0.4123,-0.5042
-0.3366,-0.4201
-0.1542,-0.2450
 0.0634,-0.0369
 0.2734, 0.1725
 0.4994, 0.4073
 0.7396, 0.6643
 0.9415, 0.9035
 0.9996, 0.9976
 0.9530, 0.9760
 0.8714, 0.9040
 0.7747, 0.8148
 0.6472, 0.6924
 0.5279, 0.5738
 0.4377, 0.4812
 0.3595, 0.4016
 0.2878, 0.3266
 0.2241, 0.2602
 0.1827, 0.2150
 0.1505, 0.1814
 0.1264, 0.1550
 0.1067, 0.1338
 0.0919, 0.1173
 0.0796, 0.1038
 0.0689, 0.0923
 0.0601, 0.0826
 0.0525, 0.0743
 0.0459, 0.0670
 0.0404, 0.0609
 0.0355, 0.0554
 0.0311, 0.0506
 0.0273, 0.0463
 0.0237, 0.0423
 0.0202, 0.0387
 0.0171, 0.0353
 0.0142, 0.0322
 0.0116, 0.0295
 0.0093, 0.0270
 0.0072, 0.0247
 0.0052, 0.0226
 0.0033, 0.0206
 0.0015, 0.0189
-0.0000, 0.0173
-0.0015, 0.0158
-0.0028, 0.0145
-0.0040, 0.0134
-0.0050, 0.0125
-0.0059, 0.0116
-0.0069, 0.0109
-0.0076, 0.0104
-0.0082, 0.0100
-0.0086, 0.0099
-0.0086, 0.0100
-0.0085, 0.0103
-0.0081, 0.0108
-0.0077, 0.0115
-0.0072, 0.0123
-0.0067, 0.0134
-0.0059, 0.0147
-0.0049, 0.0163
-0.0034, 0.0182
-0.0015, 0.0204
 0.0006, 0.0229
 0.0029, 0.0258
 0.0056, 0.0290
 0.0084, 0.0324
 0.0116, 0.0362
 0.0152, 0.0404
 0.0192, 0.0449
 0.0235, 0.0497
 0.0282, 0.0547
 0.0332, 0.0600
 0.0387, 0.0655
 0.0444, 0.0710
 0.0503, 0.0766
 0.0563, 0.0821
 0.0622, 0.0874
 0.0683, 0.0925
 0.0745, 0.0973
 0.0812, 0.1018
 0.0883, 0.1059
 0.0958, 0.1096
 0.1043, 0.1131
 0.1134, 0.1164
 0.1229, 0.1193
 0.1326, 0.1219
 0.1426, 0.1242
 0.1538, 0.1263
 0.1665, 0.1282
 0.1800, 0.1299
 0.1945, 0.1314
 0.2107, 0.1328
 0.2305, 0.1341
 0.2543, 0.1352
 0.2582, 0.1354


Reynolds =,  200000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
  3.000,    0.010,  0.575, -0.045,  0.687,  1.000, 0.0000,-0.9334
Cpi,Cpv
 0.2592, 0.1451
 0.2436, 0.1245
 0.2130, 0.1183
 0.1812, 0.1075
 0.1546, 0.0951
 0.1320, 0.0820
 0.1093, 0.0678
 0.0865, 0.0527
 0.0649, 0.0374
 0.0442, 0.0221
 0.0239, 0.0068
 0.0042,-0.0083
-0.0152,-0.0233
-0.0345,-0.0380
-0.0536,-0.0524
-0.0725,-0.0664
-0.0911,-0.0800
-0.1092,-0.0932
-0.1271,-0.1062
-0.1447,-0.1197
-0.1621,-0.1350
-0.1793,-0.1543
-0.1963,-0.1812
-0.2133,-0.2208
-0.2302,-0.2777
-0.2469,-0.3540
-0.2635,-0.4370
-0.2796,-0.4418
-0.2953,-0.4461
-0.3109,-0.4504
-0.3263,-0.4545
-0.3420,-0.4587
-0.3577,-0.4630
-0.3738,-0.4675
-0.3901,-0.4723
-0.4071,-0.4774
-0.4246,-0.4831
-0.4421,-0.4892
-0.4593,-0.4961
-0.4756,-0.5035
-0.4910,-0.5115
-0.5060,-0.5202
-0.5202,-0.5296
-0.5337,-0.5397
-0.5464,-0.5504
-0.5586,-0.5615
-0.5703,-0.5730
-0.5816,-0.5845
-0.5925,-0.5960
-0.6030,-0.6075
-0.6133,-0.6189
-0.6234,-0.6301
-0.6334,-0.6412
-0.6431,-0.6522
-0.6529,-0.6631
-0.6625,-0.6739
-0.6723,-0.6848
-0.6821,-0.6958
-0.6924,-0.7069
-0.7031,-0.7182
-0.7140,-0.7297
-0.7250,-0.7414
-0.7363,-0.7532
-0.7476,-0.7651
-0.7590,-0.7772
-0.7707,-0.7895
-0.7826,-0.8020
-0.7944,-0.8147
-0.8067,-0.8278
-0.8193,-0.8411
-0.8317,-0.8545
-0.8447,-0.8682
-0.8577,-0.8819
-0.8697,-0.8952
-0.8824,-0.9082
-0.8923,-0.9194
-0.9005,-0.9285
-0.9040,-0.9334
-0.9010,-0.9327
-0.8891,-0.9265
-0.8765,-0.9172
-0.8561,-0.8901
-0.7814,-0.8163
-0.6758,-0.7285
-0.6073,-0.6972
-0.6507,-0.7140
-0.6039,-0.6512
-0.4317,-0.4871
-0.2147,-0.2842
-0.0046,-0.0764
 0.2345, 0.1679
 0.5182, 0.4612
 0.8198, 0.7847
 0.9797, 0.9649
 0.9937, 0.9984
 0.9404, 0.9552
 0.8576, 0.8793
 0.7410, 0.7677
 0.6232, 0.6515
 0.5299, 0.5573
 0.4471, 0.4742
 0.3692, 0.3943
 0.2987, 0.3225
 0.2513, 0.2724
 0.2143, 0.2348
 0.1859, 0.2048
 0.1625, 0.1804
 0.1445, 0.1611
 0.1293, 0.1452
 0.1161, 0.1315
 0.1051, 0.1199
 0.0955, 0.1098
 0.0871, 0.1010
 0.0799, 0.0933
 0.0735, 0.0865
 0.0678, 0.0804
 0.0626, 0.0750
 0.0579, 0.0700
 0.0532, 0.0653
 0.0490, 0.0610
 0.0452, 0.0570
 0.0417, 0.0533
 0.0385, 0.0500
 0.0355, 0.0469
 0.0328, 0.0441
 0.0301, 0.0414
 0.0276, 0.0390
 0.0254, 0.0367
 0.0232, 0.0346
 0.0213, 0.0327
 0.0195, 0.0310
 0.0179, 0.0294
 0.0164, 0.0280
 0.0149, 0.0267
 0.0136, 0.0256
 0.0125, 0.0246
 0.0116, 0.0239
 0.0110, 0.0235
 0.0107, 0.0232
 0.0106, 0.0232
 0.0105, 0.0234
 0.0105, 0.0237
 0.0106, 0.0242
 0.0110, 0.0249
 0.0116, 0.0260
 0.0126, 0.0273
 0.0140, 0.0290
 0.0157, 0.0309
 0.0176, 0.0332
 0.0198, 0.0358
 0.0223, 0.0387
 0.0251, 0.0419
 0.0282, 0.0454
 0.0318, 0.0493
 0.0357, 0.0535
 0.0400, 0.0580
 0.0447, 0.0628
 0.0497, 0.0678
 0.0551, 0.0730
 0.0605, 0.0783
 0.0661, 0.0836
 0.0716, 0.0889
 0.0773, 0.0942
 0.0832, 0.0993
 0.0895, 0.1043
 0.0962, 0.1089
 0.1033, 0.1133
 0.1114, 0.1174
 0.1201, 0.1211
 0.1292, 0.1245
 0.1384, 0.1277
 0.1481, 0.1306
 0.1588, 0.1333
 0.1711, 0.1357
 0.1841, 0.1379
 0.1981, 0.1399
 0.2138, 0.1417
 0.2330, 0.1434
 0.2562, 0.1448
 0.2592, 0.1451


Reynolds =,  200000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
  3.500,    0.010,  0.619, -0.042,  0.660,  1.000, 0.0000,-1.0427
Cpi,Cpv
 0.2603, 0.1536
 0.2438, 0.1355
 0.2127, 0.1275
 0.1803, 0.1153
 0.1532, 0.1016
 0.1301, 0.0873
 0.1070, 0.0720
 0.0838, 0.0559
 0.0617, 0.0396
 0.0406, 0.0233
 0.0199, 0.0070
-0.0003,-0.0092
-0.0201,-0.0253
-0.0398,-0.0413
-0.0594,-0.0570
-0.0787,-0.0725
-0.0978,-0.0875
-0.1164,-0.1020
-0.1347,-0.1160
-0.1528,-0.1297
-0.1707,-0.1432
-0.1884,-0.1571
-0.2059,-0.1726
-0.2233,-0.1919
-0.2408,-0.2180
-0.2580,-0.2556
-0.2751,-0.3090
-0.2918,-0.3791
-0.3081,-0.4630
-0.3242,-0.4766
-0.3402,-0.4814
-0.3565,-0.4860
-0.3729,-0.4907
-0.3895,-0.4953
-0.4065,-0.5002
-0.4242,-0.5052
-0.4424,-0.5107
-0.4607,-0.5166
-0.4786,-0.5230
-0.4957,-0.5300
-0.5119,-0.5376
-0.5276,-0.5458
-0.5426,-0.5546
-0.5569,-0.5640
-0.5705,-0.5742
-0.5835,-0.5849
-0.5962,-0.5961
-0.6083,-0.6076
-0.6201,-0.6193
-0.6317,-0.6312
-0.6430,-0.6430
-0.6541,-0.6549
-0.6651,-0.6668
-0.6760,-0.6787
-0.6869,-0.6905
-0.6977,-0.7024
-0.7087,-0.7144
-0.7199,-0.7266
-0.7315,-0.7390
-0.7438,-0.7516
-0.7563,-0.7645
-0.7690,-0.7777
-0.7821,-0.7911
-0.7953,-0.8047
-0.8087,-0.8187
-0.8227,-0.8330
-0.8370,-0.8477
-0.8514,-0.8627
-0.8666,-0.8783
-0.8823,-0.8944
-0.8981,-0.9109
-0.9151,-0.9280
-0.9323,-0.9455
-0.9492,-0.9631
-0.9675,-0.9810
-0.9837,-0.9978
-0.9993,-1.0134
-1.0114,-1.0258
-1.0185,-1.0343
-1.0187,-1.0391
-1.0212,-1.0427
-1.0188,-1.0296
-0.9606,-0.9705
-0.8707,-0.9014
-0.8232,-0.8944
-0.9075,-0.9382
-0.8951,-0.9000
-0.7389,-0.7513
-0.5286,-0.5598
-0.3272,-0.3564
-0.0864,-0.1181
 0.2294, 0.2133
 0.6313, 0.6141
 0.9076, 0.8979
 0.9966, 0.9939
 0.9832, 0.9876
 0.9216, 0.9292
 0.8203, 0.8337
 0.7079, 0.7206
 0.6139, 0.6287
 0.5283, 0.5420
 0.4457, 0.4591
 0.3697, 0.3823
 0.3170, 0.3281
 0.2758, 0.2867
 0.2435, 0.2534
 0.2166, 0.2261
 0.1955, 0.2042
 0.1777, 0.1860
 0.1622, 0.1702
 0.1491, 0.1568
 0.1376, 0.1450
 0.1275, 0.1346
 0.1188, 0.1256
 0.1109, 0.1175
 0.1038, 0.1102
 0.0974, 0.1036
 0.0915, 0.0975
 0.0858, 0.0919
 0.0806, 0.0866
 0.0758, 0.0818
 0.0714, 0.0773
 0.0674, 0.0732
 0.0636, 0.0693
 0.0601, 0.0658
 0.0567, 0.0624
 0.0535, 0.0593
 0.0506, 0.0563
 0.0478, 0.0536
 0.0452, 0.0511
 0.0429, 0.0487
 0.0407, 0.0466
 0.0386, 0.0446
 0.0366, 0.0427
 0.0348, 0.0411
 0.0331, 0.0396
 0.0317, 0.0384
 0.0307, 0.0374
 0.0299, 0.0366
 0.0292, 0.0361
 0.0287, 0.0357
 0.0283, 0.0355
 0.0279, 0.0355
 0.0278, 0.0357
 0.0280, 0.0362
 0.0286, 0.0371
 0.0296, 0.0382
 0.0308, 0.0396
 0.0324, 0.0414
 0.0342, 0.0434
 0.0362, 0.0457
 0.0386, 0.0484
 0.0413, 0.0513
 0.0445, 0.0547
 0.0480, 0.0583
 0.0519, 0.0623
 0.0562, 0.0665
 0.0608, 0.0710
 0.0658, 0.0757
 0.0708, 0.0806
 0.0760, 0.0855
 0.0811, 0.0906
 0.0865, 0.0957
 0.0920, 0.1008
 0.0979, 0.1059
 0.1042, 0.1109
 0.1109, 0.1157
 0.1186, 0.1203
 0.1269, 0.1246
 0.1356, 0.1285
 0.1444, 0.1321
 0.1537, 0.1355
 0.1640, 0.1387
 0.1757, 0.1417
 0.1883, 0.1444
 0.2019, 0.1469
 0.2170, 0.1492
 0.2356, 0.1512
 0.2581, 0.1529
 0.2603, 0.1536


Reynolds =,  200000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
  4.000,    0.010,  0.663, -0.040,  0.629,  1.000, 0.0000,-1.1768
Cpi,Cpv
 0.2615, 0.1604
 0.2442, 0.1445
 0.2125, 0.1352
 0.1796, 0.1219
 0.1519, 0.1072
 0.1284, 0.0919
 0.1049, 0.0758
 0.0812, 0.0589
 0.0586, 0.0418
 0.0371, 0.0246
 0.0160, 0.0075
-0.0046,-0.0096
-0.0249,-0.0267
-0.0450,-0.0437
-0.0650,-0.0606
-0.0848,-0.0772
-0.1043,-0.0936
-0.1234,-0.1095
-0.1422,-0.1250
-0.1608,-0.1401
-0.1791,-0.1547
-0.1973,-0.1690
-0.2153,-0.1832
-0.2333,-0.1976
